,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
33062,43239,9126,5560,680,15930,1648,6181,0,0,0,805,14760,372,1560,0,0,3786,0
33063,59274,17008,10192,840,22446,2788,6368,0,0,6335,1090,16092,503,2070,900,18660,4320,0
33064,65580,17025,8936,1230,26708,2190,5829,0,0,4525,1440,16320,562,2520,1050,38300,5760,0
33065,64015,15429,8528,395,24909,2760,6873,0,0,4525,1030,14730,413,2880,2670,0,4788,0
33066,67645,20152,12896,780,25023,1980,6800,0,0,0,1160,14970,509,1800,0,0,5964,0
33067,67663,17921,9574,520,28304,2000,5231,0,0,4525,1350,15642,669,2520,1950,0,6492,0
33068,72598,22682,13949,800,27131,2228,7720,0,0,0,1530,14526,584,2760,0,4140,4794,0
33069,76047,26707,16575,795,22259,2660,10674,0,0,1040,725,14010,595,1680,0,19880,5652,0
33070,74301,36974,32760,760,15635,1194,10219,0,0,5045,2500,16800,731,25560,1200,3350,6054,0
33071,69391,18781,9840,840,25102,3096,8481,0,0,0,1620,15420,695,2490,0,1800,5652,0
33072,77399,22150,14352,1320,25087,2900,6216,0,0,0,2010,14178,712,2220,0,0,4698,0
33073,72710,23916,15600,490,26151,2946,7065,0,0,4660,1340,11868,310,2280,2130,38730,5478,0
33074,63093,16782,8424,260,24613,3766,6679,0,0,0,1040,15090,334,840,0,600,2316,0
33075,66055,20195,12090,670,21680,2774,7747,0,0,0,1910,13740,355,2040,2310,0,5664,0
33076,75429,20998,11700,280,25671,3071,8605,0,0,520,1316,12000,728,1440,0,1000,5148,0
33077,69816,22839,14040,280,25058,1988,8085,0,0,416,2020,11580,616,1320,0,1100,3690,0
33078,45971,13563,7540,140,16120,2884,5326,0,0,0,700,11190,758,1320,0,0,2670,0
33079,51377,11682,8060,0,22418,2032,6683,0,0,598,1030,11682,416,1800,0,1100,2904,0
33080,58968,17051,12200,700,20980,3101,5709,0,0,0,1310,13248,475,2160,0,30570,3864,0
33081,61832,21371,14456,280,20089,2830,5291,0,0,0,2520,13140,559,2160,0,47740,5400,0
33082,110063,37277,22815,3043,36591,4160,9505,600,0,390,2823,50724,1086,7980,3420,21600,9432,0
33083,113643,42918,26180,650,28796,3010,11426,0,0,2352,1683,24612,1125,3120,2460,39160,4926,0
33084,52091,16242,9100,1736,18168,1630,5687,0,0,3620,1486,16584,238,2400,480,650,4308,0
33085,139643,39731,24505,3716,46093,1660,12750,24,0,4525,2055,44778,1280,19200,3600,0,8700,2150
33086,58524,12625,5775,2306,26415,1220,5715,0,0,0,1710,19080,321,2700,4200,0,6486,0
33087,77610,31956,19045,1155,22491,2395,6228,0,0,0,1255,21690,411,5280,1440,57900,6306,0
33088,88584,33712,21385,1015,29113,2775,8602,0,0,780,1286,21864,1600,4560,1440,150,7764,0
33089,120660,34051,21229,3230,40908,2340,12569,0,0,4660,2385,22182,656,8970,1620,0,2406,0
33090,63858,17529,9692,240,24272,2385,8344,0,0,520,1020,15600,514,1680,600,1600,3702,0
33091,86671,29175,17400,1733,25677,1734,12613,0,0,780,845,22872,1036,3960,1980,2260,3456,0
33092,104937,42912,29120,3314,28776,2756,6389,0,0,1040,1889,31326,418,7800,3000,46700,6444,0
33093,105873,35701,23270,2941,28642,5032,10802,0,0,2590,2160,38022,456,13260,3600,40660,7068,0
33094,75518,24350,14274,1377,21048,2232,10355,0,0,2460,1220,19200,316,2580,1320,1750,3564,0
33095,72061,23064,14423,1888,21177,2760,9200,0,0,1086,1370,25752,641,3960,1560,0,7188,0
33096,82296,38695,25675,1080,17783,2325,9520,0,0,910,894,21624,432,4200,2070,25160,4386,0
33097,50290,12789,7020,2548,18602,3026,5279,0,0,650,1770,24474,215,4560,3000,0,5190,0
33098,76427,21833,11830,1095,24375,5195,6450,0,0,156,550,19050,206,5820,1440,26210,3498,2300
33099,167819,40542,19020,4070,62422,5705,17826,0,0,2340,1190,57870,60,16320,10200,51771,17724,3400
33100,30164,5459,1561,326,10123,905,4130,0,0,0,70,14916,98,1680,600,0,816,0
33101,89968,18217,7410,4553,26670,2175,11168,0,0,7552,3450,35976,1375,17382,7800,17650,15396,2800
33102,81312,16175,8140,2862,28597,2395,9069,0,0,1300,840,26586,3365,18420,4800,18690,10860,4000
33103,64454,14632,6708,228,21335,5180,10356,0,0,0,1020,21306,565,2700,4200,1800,3558,2300
33104,75425,26762,10200,980,15297,3488,9581,0,0,9310,1430,22062,230,9810,3000,4990,3960,3500
33105,76986,18458,15165,270,31652,3517,7179,0,0,520,1010,21462,384,7440,2100,1710,4452,3000
33106,45040,16332,9100,360,15565,1282,3290,0,0,0,490,14844,139,5760,900,1280,3486,0
33107,168533,61030,25830,11168,31240,5760,8700,4450,0,1040,7830,57798,2261,25878,5400,0,39570,2200
33108,178059,57302,18115,10782,20365,6890,13708,6300,0,1448,4340,33390,2800,12540,7800,16100,35826,6300
33109,70950,30224,13776,2680,14440,3484,6820,1820,0,1810,2100,18150,595,2400,1920,26350,4656,1700
33110,126813,53304,25480,2520,22365,4490,6550,800,0,0,1000,21240,250,3000,3600,3800,4008,1500
33111,186636,58599,17550,10120,38236,6240,11063,11400,0,0,5540,27492,1290,13200,4320,68700,19164,12000
33112,142661,44929,16640,9808,17454,6800,8955,16080,0,2896,8576,47394,2800,26232,7800,60510,67980,5000
33113,97169,40800,12606,2992,13160,7475,9090,3320,0,0,790,23400,500,7740,1440,2600,7068,2000
33114,85956,41490,15054,1940,13010,4602,5870,6240,0,364,510,19866,765,1920,1560,1650,2766,2700
33115,180175,61460,15580,9303,29180,4560,9927,5150,0,520,2690,26340,1760,7260,3000,9410,28452,8500
33116,123788,34848,16640,9092,21781,4780,11327,9360,0,1040,2590,31398,670,12414,3600,0,53712,0
33117,112018,45326,19760,2070,21380,3605,7820,2430,0,0,380,17520,360,2700,2280,5500,2820,0
33118,98972,31903,12520,5503,19143,3980,9742,1900,0,2330,1935,23400,884,6720,2280,2890,5454,2200
33119,128468,26963,176,5552,28420,5836,18065,1200,0,0,12510,45000,880,18540,6960,26560,75642,8500
33120,182423,52914,19800,11522,26618,7630,9926,5400,0,3620,12635,43140,2682,34818,15210,9600,34560,6800
33121,138518,49789,14520,5624,35000,5870,11408,2500,0,0,4905,25500,587,4500,2400,28820,5766,700
33122,79681,26487,8644,2760,17540,3880,6178,1800,0,0,1190,19200,790,4260,2400,24700,14766,0
33123,136907,33495,10760,8309,26624,6674,7229,3120,0,2330,2770,33330,666,10380,4440,3300,3774,3500
33124,173266,42557,23560,10852,26180,8612,23015,3900,0,1300,6865,44346,3273,14280,9000,15050,24552,11000
33125,197961,62128,15936,8102,29590,5034,15338,7900,0,1300,18470,63018,2526,18900,7440,0,54750,3500
33126,102874,40830,14720,3004,22180,5480,7673,2520,0,2080,2555,23400,1060,6240,1200,10450,2610,0
33127,158204,47114,19660,6609,26140,6008,11044,4400,0,0,11180,39300,2109,13050,9000,21090,53742,5500
33128,164538,38525,12526,14992,26808,7975,12280,5580,0,2715,3390,48546,1226,13356,8400,56380,28116,6500
33129,107571,44880,22514,2040,24260,3260,6745,3030,0,1086,2480,21540,1132,3900,3240,16800,5598,1000
33130,170838,52255,27400,12559,30200,11755,11780,2600,0,0,1620,32646,1756,13200,7200,65150,27834,9300
33131,144146,39160,21566,11050,25415,5750,13745,4100,0,0,2860,35760,1886,11280,8160,72400,33996,8300
33132,147268,31585,11652,7987,21735,4875,8606,6240,0,0,4690,24990,4286,22248,6600,4950,7728,7700
33133,85804,26779,10064,1480,17745,2860,6183,2100,0,0,1260,19200,1630,3600,1800,2150,8166,500
33134,58686,21359,13969,81,19698,2260,6365,0,0,468,1750,10800,340,2160,0,0,4140,0
33135,66596,20931,13969,980,23528,3186,8143,0,0,0,1761,10560,333,4080,720,0,3612,0
33136,63164,30633,21895,162,11800,1869,5920,0,0,0,1360,13500,486,3900,0,500,4254,0
33137,52700,18502,5654,70,14779,2122,6752,0,0,0,1105,11640,593,4800,720,500,3480,0
33138,58189,23288,14801,286,16047,2626,6172,0,0,1612,970,11610,456,3960,0,630,3390,0
33139,59079,27248,17516,97,8033,1855,9565,0,0,2184,670,11790,1255,4380,480,300,4962,0
33140,66544,26594,16684,140,18480,4560,7008,0,0,1144,970,11940,325,4800,600,35480,5232,0
33141,69842,23558,13937,1040,22287,2278,9935,0,0,0,640,13260,695,3720,0,200,3804,0
33142,39585,10590,6184,0,7691,2299,8492,0,0,416,730,11340,532,4140,600,15950,5316,0
33143,76210,28425,16833,980,25908,1817,7495,0,0,572,3200,12180,1009,5520,780,600,5604,0
33144,63445,25480,13787,260,15476,3077,8534,0,0,364,2550,11640,290,3900,360,600,5232,0
33145,74657,25601,15744,260,24321,2120,7536,0,0,4524,3010,14940,255,5100,2160,13900,7386,0
33146,59598,19212,9590,140,20072,2800,6639,0,0,1872,970,11640,630,4080,0,0,4314,0
33147,79932,34368,21063,456,20158,2463,6485,0,0,0,1965,13920,852,5280,2070,5300,8178,0
33148,52206,20982,13137,0,11411,2400,7389,0,0,1456,740,14160,374,4920,720,0,4032,0
33149,76707,28994,17516,700,24367,3097,6159,0,0,0,2510,13740,220,4440,1320,10105,6270,0
33150,63994,29451,17516,140,17094,1400,7138,0,0,0,1730,12060,778,4560,960,900,5334,0
33151,84346,33032,17376,291,27378,2264,8921,0,0,0,1370,14496,286,4080,1740,550,6600,0
33152,73131,27041,14488,422,17039,5021,9980,0,0,2860,990,14340,382,5400,600,9260,7596,0
33153,86830,41189,23175,22,23609,3233,5983,0,0,1924,2360,16560,351,6180,1200,12310,6042,0
33154,77034,29591,15312,130,23192,3040,8258,0,0,0,1450,12240,762,4080,0,450,5784,0
33155,83817,40896,21895,140,17292,2702,7323,0,0,3120,1900,16200,562,6180,1200,2150,4944,0
33156,79587,37023,21895,151,15440,2573,7903,0,0,0,1640,13200,198,4380,1020,800,4860,0
33157,68648,35621,19180,140,14352,2217,5516,0,0,1040,650,12240,200,3420,0,900,4662,0
33158,63631,26930,16465,421,14778,2808,6950,0,0,1612,930,16260,240,4320,0,1225,5592,0
33159,81644,38659,24958,1066,15330,3764,7936,0,0,3282,1685,13320,536,4560,0,11800,5514,0
33160,23465,10256,6875,0,4473,2201,2333,0,0,0,390,9360,248,2100,0,0,1992,0
33161,36259,13487,8233,16,11261,1097,3315,0,0,0,430,9660,213,4920,0,0,2544,0
33162,34053,10747,6043,140,13018,922,3059,0,0,0,550,9360,274,3000,0,0,2280,0
33163,54377,24903,17516,420,9069,1414,5670,0,0,1508,820,10560,517,3480,0,19120,5202,0
33164,78453,35385,24270,590,18584,2795,7607,0,0,3276,2225,20100,183,4020,1890,1615,5970,0
33165,67475,25456,16120,435,20690,2030,8326,0,0,1300,2180,20190,102,5880,1470,1060,6798,0
33166,84944,40950,27846,2805,20312,2830,4540,0,0,1495,3425,29910,129,11520,1620,8760,6954,0
33167,59070,21526,16120,145,20995,2097,5113,0,0,1196,995,13824,168,3480,0,200,4584,0
33168,88352,34043,24570,795,22342,2480,6120,0,0,1144,1220,17460,42,3360,0,0,4764,0
33169,48599,16854,9828,0,16716,1555,4517,0,0,0,1580,12540,162,3660,1320,0,4812,0
33170,43952,14503,9828,145,18581,1307,3419,0,0,780,2045,16050,123,3120,1470,0,6456,0
33171,67666,26621,19656,190,26954,2010,3829,0,0,0,1570,19800,98,4200,1290,1160,6588,0
33172,60891,22480,15600,570,21009,3556,3371,0,0,3016,1360,16500,87,4740,1560,710,6654,0
33173,62019,21916,14578,430,23728,3110,3487,0,0,0,1300,15720,84,3840,240,230,5958,0
33174,69888,29188,21026,560,25550,1483,2801,0,0,2236,1225,17850,90,5160,1650,740,5052,0
33175,60403,21640,14578,590,22803,2015,3910,0,0,2990,1410,20940,174,3360,0,0,6174,0
33176,62295,24208,14508,590,21067,2250,4215,0,0,2340,1640,17790,70,4200,900,700,5280,0
33177,64103,24620,16120,740,20972,2930,4046,0,0,1300,1690,19740,230,5040,1470,1040,5142,0
33178,68243,27036,17732,570,23222,2515,4557,0,0,2600,1655,22740,143,5340,1200,815,5520,0
33179,36934,13442,9672,590,14002,1370,2642,0,0,1040,1125,16800,101,3300,0,0,2178,0
33180,71159,28275,19656,425,22446,2305,5998,0,0,2379,1720,22140,152,5520,1650,1570,6096,0
33181,78432,30432,22568,700,28664,2115,5980,0,0,1456,2350,28020,278,6180,2280,13290,6282,0
33182,104599,35024,23296,300,27368,3960,6697,0,0,0,1560,23040,174,6360,1650,1335,5088,0
33183,76454,32135,22568,290,25127,2985,4270,0,0,0,1515,23910,212,5880,1440,740,5064,0
33184,74358,26177,18018,590,27950,2020,3821,0,0,2236,1510,19020,92,5940,1560,1595,6192,0
33185,73666,28526,20956,755,25564,2050,6218,0,0,0,2180,22020,106,6480,1680,1830,6594,0
33186,71962,28700,20956,730,26880,1885,3692,0,0,1950,2125,23250,167,5640,900,0,6672,0
33187,75848,31066,20956,665,23466,2750,4702,0,0,1040,2060,24180,112,4800,1320,1285,5334,0
33188,62497,20717,12896,590,23883,2176,3787,0,0,0,1725,20760,86,4440,930,1440,4902,0
33189,61648,27049,19344,440,18123,2235,3406,0,0,0,1420,17640,91,6120,990,0,5916,0
33190,50667,12533,7124,260,24590,1542,4743,0,0,2288,1010,11100,265,2220,1200,0,3858,0
33191,36499,11144,7020,731,13311,2514,2712,0,0,520,1160,9720,332,2220,0,1300,3180,0
33192,75720,25431,17630,2048,24056,3131,6775,300,0,3620,2030,16620,338,2160,1080,6860,6636,0
33193,61993,20170,13078,1020,23795,3277,4596,0,0,1810,1095,12210,610,1476,0,1380,3618,0
33194,53513,15761,10140,1613,16273,4514,4695,0,0,3008,1045,13110,662,2100,0,0,3636,0
33195,66447,22255,15730,1337,21133,2835,4817,500,0,3416,1435,15030,341,1356,780,1970,4824,0
33196,64105,19361,12792,930,26302,2386,5208,0,0,520,680,13290,565,1944,0,3220,3642,0
33197,46044,11442,6760,1067,16690,2720,3319,0,0,4400,1425,10620,231,1506,0,1330,3078,0
33198,60296,23098,14560,645,19492,1793,4392,500,0,1300,1420,14460,1378,1602,0,3495,3864,0
33199,53079,20813,15080,280,17006,2178,4411,0,0,520,1410,14220,320,1572,0,0,4404,0
33200,61719,19170,12064,1266,23620,3088,4009,0,0,520,1365,12090,225,1338,0,0,3696,0
33201,51899,13981,9360,782,20570,2778,4687,0,0,780,970,12150,520,1608,0,2300,4602,0
33202,87342,27323,18135,1460,32345,3950,6769,0,0,5792,2439,18420,742,3060,0,4770,6222,0
33203,83698,23943,17709,520,27336,4460,5118,0,0,1716,1220,15270,417,1884,0,0,4764,0
33204,48204,20797,13950,488,10866,2378,5174,0,0,3212,1340,13020,510,1884,0,0,5202,0
33205,40939,8861,3632,680,15973,1449,3039,0,0,2488,720,11820,519,1434,0,1600,2412,0
33206,49247,15340,7800,1479,16160,2423,4566,0,0,1040,800,12390,288,3744,0,2490,2802,0
33207,63977,23279,13000,1510,20117,3050,6097,0,0,3120,2045,14610,840,2910,0,3660,4284,0
33208,83967,30552,18642,1550,28720,2778,5218,0,0,4660,1630,16650,560,1548,0,2546,4650,0
33209,91495,37718,27990,1660,30768,3045,6178,0,0,3828,1450,14580,526,846,0,0,5352,0
33210,60496,21647,15080,530,21313,2908,4588,0,0,5292,1510,14730,410,1290,0,0,5664,0
33211,64826,24353,15990,1480,20145,2783,5790,0,0,2860,2700,16020,424,1800,0,0,4104,0
33212,62505,24450,16640,970,17508,4050,5130,0,0,1716,1570,14430,498,2490,0,0,3390,0
33213,69689,20109,13368,3006,20416,2305,5267,0,0,1976,1345,11490,600,2580,0,2565,3222,0
33214,68814,27666,15860,800,25433,2145,4269,0,0,3120,2010,14130,925,2400,0,0,4938,0
33215,57686,19981,14092,470,17948,3912,4990,0,0,780,1050,11190,593,1884,0,3990,3552,0
33216,83534,29441,17186,1645,29464,2450,5699,0,0,2590,2345,16500,616,2910,0,2300,4158,0
33217,79311,32317,19775,1760,16082,3464,6553,0,0,5700,3510,20940,1145,2820,1740,1280,7056,0
33218,66275,21091,15680,1300,22223,3476,5576,0,0,1300,715,11820,521,3030,0,0,3612,0
33219,62127,19736,12584,1100,19812,3715,7112,0,0,1820,2740,12660,548,2520,0,0,5454,0
33220,67785,24957,15080,2880,12622,7690,9521,0,0,1976,1725,14040,438,2820,0,2480,8136,0
33221,63198,21367,13740,3155,18277,3298,6288,0,0,1040,2190,14400,430,2430,0,5800,5412,0
33222,66245,26303,16250,910,19536,3880,6071,0,0,4140,1140,13140,452,2340,0,5485,5064,0
33223,71567,21281,14560,2600,24082,4355,7464,0,0,1690,2620,10140,542,1800,0,0,5220,0
33224,64040,24320,15600,1340,18267,4283,5214,0,0,936,2535,13680,470,1170,0,7570,5622,0
33225,71811,32323,13520,2405,18053,4468,5299,0,0,1560,2350,13440,510,2700,0,5620,4638,0
33226,76324,22151,13260,1805,27420,3916,10062,0,0,1456,1490,15210,523,1620,0,5080,5250,0
33227,59366,22410,15080,1180,12332,7100,6063,0,0,1820,1540,14730,520,2100,0,2720,4860,0
33228,65697,23445,14560,1040,19878,3611,6994,0,0,2236,1430,13380,430,2400,0,0,4722,0
33229,53129,20691,13260,830,11967,2725,7405,0,0,1040,1486,11808,574,1620,0,5670,6036,0
33230,59131,15957,7540,1040,14180,5611,13006,0,0,1690,1798,13380,377,3240,0,0,4848,0
33231,55594,18941,12064,910,14742,3655,9038,0,0,1040,835,13710,339,1560,0,0,4356,0
33232,57374,14780,8580,1330,21540,2960,6318,0,0,4920,1745,10080,443,2790,0,0,3168,0
33233,61222,21065,14040,910,20208,2525,6345,0,0,3620,1510,11988,487,2040,0,6470,4338,0
33234,47307,15974,10140,1167,12369,3131,5553,0,0,910,1160,14970,472,2640,0,5800,4698,0
33235,51671,20001,12376,670,14800,2520,4107,0,0,1560,2805,10500,452,3660,0,2670,5328,0
33236,58158,24577,16120,1080,12160,4071,7299,0,0,1456,1060,14340,546,1560,1020,2620,3972,0
33237,49571,15689,11700,630,14507,3720,6485,0,0,520,1390,14010,395,2760,0,1555,4344,0
33238,60633,21590,11700,2080,19005,2498,6136,0,0,1560,1440,13530,351,2250,0,3190,3864,0
33239,70574,25732,16770,1440,22712,3525,5997,0,0,1820,1435,12408,505,1800,0,6370,5832,0
33240,56701,20570,12844,1940,15132,3460,5438,0,0,2080,1545,13380,411,5340,300,4480,3834,0
33241,60558,19152,10374,2270,18153,3688,7864,0,0,1560,1160,14220,443,930,0,3490,3888,0
33242,74515,21998,13520,1850,18090,4261,15497,0,0,2236,2075,14340,590,1950,0,3260,5340,0
33243,54315,14983,8320,1170,18300,3793,6045,0,0,2080,2655,12240,564,3300,0,5400,4902,0
33244,44146,16091,10920,1187,5482,4350,7841,0,0,2132,970,12330,507,1920,0,1540,4524,0
33245,67539,22787,12480,1861,19663,3038,10310,0,0,520,3795,12600,443,3180,1620,4930,6750,0
33246,73393,19769,14170,1995,23910,2441,6237,0,0,7240,1185,17196,583,16140,420,0,3894,0
33247,58379,15391,11840,1301,20195,3581,8301,0,0,0,1490,16662,281,3360,0,5730,5088,0
33248,66654,13072,8330,425,28415,3150,5778,0,0,1040,2005,16956,391,3540,0,0,5118,0
33249,70112,24639,14430,778,25158,2276,4864,0,0,260,1130,18798,407,5022,900,7325,3306,0
33250,66704,16220,11444,944,26889,3897,6446,0,0,4400,1695,15468,531,1980,1200,4600,4398,0
33251,64906,21853,12350,1720,22616,2693,6235,0,0,2386,1575,14346,477,2220,1872,6110,3822,0
33252,70691,25545,15812,560,23830,3814,5478,0,0,936,1500,17298,323,2340,0,6600,3576,0
33253,74174,26805,16120,1637,24725,3257,7212,0,0,3620,1669,17514,369,2820,0,6850,3528,0
33254,63462,19248,11570,1100,16170,2984,3983,0,0,0,1620,16092,261,3000,0,4785,3156,0
33255,84727,22315,18590,1718,26550,6574,8288,0,0,3620,945,15600,1192,3120,900,0,7074,0
33256,67642,18010,10870,2722,24517,4050,5133,0,0,0,1620,20022,473,2820,1200,7040,4158,0
33257,60893,15244,10530,381,23615,2991,7103,0,0,1040,1470,13686,486,3480,600,5375,3918,0
33258,65778,18626,10090,1146,25145,2565,5600,0,0,7240,1635,16206,350,7800,0,3100,2766,0
33259,56309,20534,11480,1080,11430,4883,6826,0,0,260,1450,16746,533,2640,0,4845,4002,0
33260,64194,16977,9970,2451,24095,4346,6678,0,0,1810,1280,15438,692,2580,0,0,3684,0
33261,72843,21749,12770,5011,22730,3854,8534,0,0,1810,1975,15390,349,2520,510,9070,3738,0
33262,76502,25584,16850,2229,25873,2514,6499,0,0,1810,1310,16278,280,2220,1536,9125,3186,0
33263,68471,21387,12610,1472,22790,3470,6103,0,0,0,1695,19566,640,2400,0,3900,3072,0
33264,64888,20659,10610,2244,21460,3574,8512,0,0,3620,1370,15918,365,2520,576,4485,2880,0
33265,57741,21623,12610,1302,19168,2746,4160,0,0,0,2240,14970,356,1260,0,4400,2628,0
33266,61932,19995,11700,1382,23405,2897,5658,0,0,520,1105,19344,382,3060,0,4100,2022,0
33267,63001,19383,10870,790,24270,2306,6206,0,0,724,2070,15084,461,2160,1224,5820,4398,0
33268,68720,22529,14380,545,23325,3621,8825,0,0,2850,1265,17664,306,1740,1410,5100,2550,0
33269,60991,15941,7350,902,25880,3985,4863,0,0,1086,2865,20628,1044,2100,330,0,4116,0
33270,65208,21112,16770,1584,25448,1945,5601,0,0,724,2360,16074,490,1800,870,1735,4200,0
33271,63260,19302,11480,2026,22815,2926,6636,0,0,1810,1980,17232,726,2340,768,7285,4290,0
33272,57946,14880,10040,2103,19495,2791,8201,0,0,6470,1490,16314,420,2280,648,8130,4458,0
33273,40554,30281,28404,550,4514,520,1576,0,0,4525,1640,12534,107,930,0,0,1524,0
33274,100244,12748,9440,850,78445,580,2339,0,0,5565,3100,16908,170,960,240,630,2484,0
33275,83770,12440,10140,425,63705,470,1847,0,0,5565,1945,16308,175,840,240,300,3450,0
33276,82796,16148,13910,400,58185,490,2176,0,0,5175,2380,14280,147,840,450,1000,2538,0
33277,73243,10204,8034,275,55660,505,2102,0,0,0,1275,15132,97,840,0,330,1842,0
33278,138867,35691,27770,970,90350,925,2803,0,0,5565,3505,23328,192,1440,630,1350,3570,0
33279,107843,22948,18720,560,74930,780,2150,0,0,1690,3050,19482,138,1200,420,940,3264,0
33280,118479,24715,19760,565,80960,955,2496,0,0,5565,2825,19086,138,1080,1230,1010,3312,0
33281,111423,29170,24830,610,70915,980,2517,0,0,5565,2690,19770,190,1320,0,1300,3114,0
33282,92244,20720,16120,570,61885,855,2481,0,0,5825,2415,18348,87,1500,936,680,3210,0
33283,120142,19878,16900,690,89821,840,2223,0,0,0,2570,19920,141,1140,750,1350,2892,0
33284,111345,17871,13364,540,82240,870,2560,0,0,5825,2140,18762,142,1440,990,850,3834,0
33285,91100,10462,6500,410,70185,630,2683,0,0,1560,2170,16974,153,960,0,550,2736,0
33286,42294,8834,6840,275,26624,450,1562,0,0,0,1690,13800,132,1080,0,0,2256,0
33287,77137,16955,14794,410,49030,780,3120,0,0,5565,2320,19350,138,1080,0,930,3192,0
33288,74588,15023,12532,270,52030,405,2125,0,0,2386,2185,63720,83,1320,0,790,2196,0
33289,59468,11452,9360,210,41070,370,1683,0,0,0,1875,14940,91,780,0,0,1620,0
33290,49374,12696,10062,205,30960,390,1217,0,0,4920,1398,12078,85,1200,420,0,1788,0
33291,78015,12988,10870,270,56450,645,2238,0,0,4920,1830,13998,72,1320,0,0,2304,0
33292,89414,18960,15704,570,61005,795,2200,0,0,5565,2794,16194,114,1140,0,530,2196,0
33293,158891,32007,25040,665,113749,735,3248,0,0,1040,3225,21570,226,1320,570,1175,2574,0
33294,76511,13255,10294,410,55285,605,1764,0,0,3212,2540,16458,91,1440,0,550,1506,0
33295,79091,13813,11180,275,57570,580,1878,0,0,5384,2725,20202,113,720,0,580,1962,0
33296,35381,10523,7540,2400,9310,1650,6697,0,0,520,2410,10050,190,2460,1980,0,3132,0
33297,60607,20321,16380,880,21698,2982,7904,0,0,156,2785,13680,448,4050,900,7920,4566,0
33298,66233,18318,15210,2038,25036,3461,8982,0,0,312,1970,14100,660,1020,0,3075,3138,0
33299,66618,22731,16380,2304,20399,3720,8300,0,0,832,3240,18900,550,8550,3360,0,6132,2000
33300,83592,28990,20020,3391,21728,4503,11636,0,0,1092,5910,19200,1153,8280,2700,30000,9516,0
33301,61007,19478,14560,1435,22616,2068,7523,0,0,780,2350,13440,681,3360,960,6420,5094,0
33302,56336,18814,11480,1904,16936,1673,6743,0,0,0,2415,12600,743,5550,1380,3860,4308,0
33303,51701,16792,11780,1745,13169,2906,9724,0,0,0,3315,20040,1220,2640,2340,18760,4800,0
33304,40837,10198,6552,595,13123,1992,9347,0,0,0,1575,9450,344,2100,0,3590,3540,0
33305,68425,21816,16900,2081,19311,4052,10268,0,0,156,2570,17190,483,1380,0,4775,3900,0
33306,65328,24246,16848,1110,19825,3672,7505,0,0,0,1855,15420,631,1710,1200,6640,4194,0
33307,54865,19243,11648,1851,14406,2955,9521,0,0,0,2275,14580,1170,1380,0,3930,3174,0
33308,91304,28000,17550,2050,30730,4871,13805,0,0,1196,6220,21000,2407,4650,2490,7710,8766,0
33309,43066,11048,7280,861,13142,2828,7625,0,0,780,1800,10650,1165,1710,0,0,3060,0
33310,41737,11609,7736,925,15890,1828,6483,0,0,520,1060,9960,321,1140,0,0,1962,0
33311,60644,23585,16068,1885,14705,3267,8597,160,0,2080,2080,15450,495,1500,1080,500,6822,0
33312,49179,15183,11466,545,8043,3075,6790,0,0,0,1485,12030,587,1110,0,2790,2586,0
33313,51742,19426,12104,3253,12023,1695,6745,250,0,520,1665,14400,1512,3000,1500,4060,4374,0
33314,70134,23217,17994,1750,18810,4615,9295,0,0,936,2375,19650,1718,2520,2100,4180,5754,0
33315,59639,16461,12064,1255,16838,3074,8972,0,0,520,2750,13200,568,2160,0,0,7404,0
33316,57826,20774,15114,2501,14200,2092,8446,500,0,0,3070,12180,1294,3000,2340,5380,6402,0
33317,36275,10361,6760,935,9180,2025,5911,400,0,0,2175,10890,220,2220,0,0,2784,0
33318,41347,14014,9204,975,9623,3449,6938,0,0,0,2035,12480,715,1320,0,1600,2838,0
33319,48424,18340,13560,1083,14870,1961,6044,0,0,1086,2535,13560,410,3510,0,1630,4614,0
33320,71119,23374,17810,1370,22865,3771,8682,0,0,0,1615,13200,508,2040,720,8170,3630,0
33321,66332,25342,20384,1335,12120,3521,9917,0,0,624,1820,15840,510,2280,0,3935,4002,0
33322,66490,23752,18200,1615,18025,2714,7855,0,0,4680,2245,13080,501,7680,720,13900,3090,0
33323,34854,11990,7020,1270,7790,2021,4613,300,0,728,480,11670,428,2790,0,0,3990,0
33324,59655,27948,16250,1180,11995,2062,5569,0,0,3212,1540,16650,650,2220,0,0,5502,0
33325,33156,13237,7696,660,7863,1815,3027,210,0,0,1470,12990,512,2640,900,0,5184,0
33326,37956,14693,7800,820,8112,1471,4226,0,0,1448,745,13230,619,2220,0,2960,4260,0
33327,40478,15411,10210,1020,8160,2521,4278,0,0,2384,880,14940,452,2034,0,1850,3900,0
33328,48611,16438,10584,1065,17758,2345,3563,120,0,1448,485,10950,630,2820,0,0,5094,0
33329,86079,30402,16900,2821,21825,3969,12195,0,0,1456,1455,17670,836,7770,0,6510,3876,0
33330,61562,22640,15262,1350,18625,2887,5441,0,0,2534,1255,14130,570,2640,0,9610,4884,0
